trial,replications,lsd,trait
MVN_2009_Saskatoon_Rainfed,3,,GrainYield
MVN_2009_Saskatoon_Rainfed,3,,HeadingDate
MVN_2009_Saskatoon_Rainfed,3,,PlantHeight
MVN_2009_Saskatoon_Rainfed,3,,TestWeight
MVN_2009_Madison_Rainfed,3,,GrainYield
MVN_2009_Madison_Rainfed,3,,HeadingDate
MVN_2009_Madison_Rainfed,3,,PlantHeight
MVN_2009_Madison_Rainfed,3,,TestWeight
MVN_2009_Sidney_Rainfed,3,,GrainYield
MVN_2009_Sidney_Rainfed,3,,HeadingDate
MVN_2009_Sidney_Rainfed,3,,Lodging
MVN_2009_Sidney_Rainfed,3,,PlantHeight
MVN_2009_Sidney_Rainfed,1,,KernelWeight
MVN_2009_Sidney_Rainfed,1,,PlumpGrain
MVN_2009_Sidney_Rainfed,1,,BarleyColor
MVN_2009_Sidney_Rainfed,1,,MaltExtract
MVN_2009_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2009_Sidney_Rainfed,1,,DiastaticPower
MVN_2009_Sidney_Rainfed,1,,WortColor
MVN_2009_Sidney_Rainfed,1,,WortClarity
MVN_2009_Sidney_Rainfed,1,,GrainProtein
MVN_2009_Sidney_Rainfed,1,,WortProtein
MVN_2009_Sidney_Rainfed,1,,BetaGlucan
MVN_2009_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2009_Sidney_Rainfed,1,,WortViscosity
MVN_2010_Bottineau_Rainfed,3,441.2,GrainYield
MVN_2010_Bottineau_Rainfed,3,,HeadingDate
MVN_2010_Bottineau_Rainfed,3,,PlantHeight
MVN_2010_Bottineau_Rainfed,3,,TestWeight
MVN_2010_Bottineau_Rainfed,1,,KernelWeight
MVN_2010_Bottineau_Rainfed,1,,PlumpGrain
MVN_2010_Bottineau_Rainfed,1,,BarleyColor
MVN_2010_Bottineau_Rainfed,1,,MaltExtract
MVN_2010_Bottineau_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Bottineau_Rainfed,1,,DiastaticPower
MVN_2010_Bottineau_Rainfed,1,,WortColor
MVN_2010_Bottineau_Rainfed,1,,WortClarity
MVN_2010_Bottineau_Rainfed,1,,GrainProtein
MVN_2010_Bottineau_Rainfed,1,,WortProtein
MVN_2010_Bottineau_Rainfed,1,,BetaGlucan
MVN_2010_Bottineau_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Bottineau_Rainfed,1,,WortViscosity
MVN_2010_Carrington_Rainfed,4,742.4,GrainYield
MVN_2010_Carrington_Rainfed,4,,HeadingDate
MVN_2010_Carrington_Rainfed,4,,PlantHeight
MVN_2010_Crookston_Rainfed,3,489.6,GrainYield
MVN_2010_Crookston_Rainfed,3,,HeadingDate
MVN_2010_Crookston_Rainfed,3,,PlantHeight
MVN_2010_Crookston_Rainfed,1,,KernelWeight
MVN_2010_Crookston_Rainfed,1,,PlumpGrain
MVN_2010_Crookston_Rainfed,1,,BarleyColor
MVN_2010_Crookston_Rainfed,1,,MaltExtract
MVN_2010_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Crookston_Rainfed,1,,DiastaticPower
MVN_2010_Crookston_Rainfed,1,,WortColor
MVN_2010_Crookston_Rainfed,1,,WortClarity
MVN_2010_Crookston_Rainfed,1,,GrainProtein
MVN_2010_Crookston_Rainfed,1,,WortProtein
MVN_2010_Crookston_Rainfed,1,,BetaGlucan
MVN_2010_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Crookston_Rainfed,1,,WortViscosity
MVN_2010_Fargo_Rainfed,3,559.5,GrainYield
MVN_2010_Fargo_Rainfed,3,,HeadingDate
MVN_2010_Fargo_Rainfed,3,,PlantHeight
MVN_2010_Fargo_Rainfed,1,,KernelWeight
MVN_2010_Fargo_Rainfed,1,,PlumpGrain
MVN_2010_Fargo_Rainfed,1,,BarleyColor
MVN_2010_Fargo_Rainfed,1,,MaltExtract
MVN_2010_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Fargo_Rainfed,1,,DiastaticPower
MVN_2010_Fargo_Rainfed,1,,WortColor
MVN_2010_Fargo_Rainfed,1,,WortClarity
MVN_2010_Fargo_Rainfed,1,,GrainProtein
MVN_2010_Fargo_Rainfed,1,,WortProtein
MVN_2010_Fargo_Rainfed,1,,BetaGlucan
MVN_2010_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Fargo_Rainfed,1,,WortViscosity
MVN_2010_Madison_Rainfed,3,455.2,GrainYield
MVN_2010_Madison_Rainfed,3,,HeadingDate
MVN_2010_Madison_Rainfed,3,,Lodging
MVN_2010_Madison_Rainfed,3,,PlantHeight
MVN_2010_Madison_Rainfed,3,,TestWeight
MVN_2010_Morris_Rainfed,3,790.9,GrainYield
MVN_2010_Morris_Rainfed,3,,HeadingDate
MVN_2010_Morris_Rainfed,3,,PlantHeight
MVN_2010_Morris_Rainfed,1,,KernelWeight
MVN_2010_Morris_Rainfed,1,,PlumpGrain
MVN_2010_Morris_Rainfed,1,,BarleyColor
MVN_2010_Morris_Rainfed,1,,MaltExtract
MVN_2010_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Morris_Rainfed,1,,DiastaticPower
MVN_2010_Morris_Rainfed,1,,WortColor
MVN_2010_Morris_Rainfed,1,,WortClarity
MVN_2010_Morris_Rainfed,1,,GrainProtein
MVN_2010_Morris_Rainfed,1,,WortProtein
MVN_2010_Morris_Rainfed,1,,BetaGlucan
MVN_2010_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Morris_Rainfed,1,,WortViscosity
MVN_2010_Osnabrock_Rainfed,4,871.6,GrainYield
MVN_2010_Osnabrock_Rainfed,4,,HeadingDate
MVN_2010_Osnabrock_Rainfed,4,,PlantHeight
MVN_2010_Osnabrock_Rainfed,1,,KernelWeight
MVN_2010_Osnabrock_Rainfed,1,,PlumpGrain
MVN_2010_Osnabrock_Rainfed,1,,BarleyColor
MVN_2010_Osnabrock_Rainfed,1,,MaltExtract
MVN_2010_Osnabrock_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Osnabrock_Rainfed,1,,DiastaticPower
MVN_2010_Osnabrock_Rainfed,1,,WortColor
MVN_2010_Osnabrock_Rainfed,1,,WortClarity
MVN_2010_Osnabrock_Rainfed,1,,GrainProtein
MVN_2010_Osnabrock_Rainfed,1,,WortProtein
MVN_2010_Osnabrock_Rainfed,1,,BetaGlucan
MVN_2010_Osnabrock_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Osnabrock_Rainfed,1,,WortViscosity
MVN_2010_Sidney_Rainfed,3,446.5,GrainYield
MVN_2010_Sidney_Rainfed,3,,PlantHeight
MVN_2010_Sidney_Rainfed,3,,TestWeight
MVN_2010_Sidney_Rainfed,1,,KernelWeight
MVN_2010_Sidney_Rainfed,1,,PlumpGrain
MVN_2010_Sidney_Rainfed,1,,BarleyColor
MVN_2010_Sidney_Rainfed,1,,MaltExtract
MVN_2010_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2010_Sidney_Rainfed,1,,DiastaticPower
MVN_2010_Sidney_Rainfed,1,,WortColor
MVN_2010_Sidney_Rainfed,1,,WortClarity
MVN_2010_Sidney_Rainfed,1,,GrainProtein
MVN_2010_Sidney_Rainfed,1,,WortProtein
MVN_2010_Sidney_Rainfed,1,,BetaGlucan
MVN_2010_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2010_Sidney_Rainfed,1,,WortViscosity
MVN_2011_Crookston_Rainfed,3,780.1,GrainYield
MVN_2011_Crookston_Rainfed,3,,HeadingDate
MVN_2011_Crookston_Rainfed,3,,PlantHeight
MVN_2011_Crookston_Rainfed,1,,KernelWeight
MVN_2011_Crookston_Rainfed,1,,PlumpGrain
MVN_2011_Crookston_Rainfed,1,,BarleyColor
MVN_2011_Crookston_Rainfed,1,,MaltExtract
MVN_2011_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2011_Crookston_Rainfed,1,,DiastaticPower
MVN_2011_Crookston_Rainfed,1,,WortColor
MVN_2011_Crookston_Rainfed,1,,WortClarity
MVN_2011_Crookston_Rainfed,1,,GrainProtein
MVN_2011_Crookston_Rainfed,1,,WortProtein
MVN_2011_Crookston_Rainfed,1,,BetaGlucan
MVN_2011_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2011_Crookston_Rainfed,1,,WortViscosity
MVN_2011_Morris_Rainfed,3,511.1,GrainYield
MVN_2011_Morris_Rainfed,3,,HeadingDate
MVN_2011_Morris_Rainfed,3,,PlantHeight
MVN_2011_Morris_Rainfed,1,,KernelWeight
MVN_2011_Morris_Rainfed,1,,PlumpGrain
MVN_2011_Morris_Rainfed,1,,BarleyColor
MVN_2011_Morris_Rainfed,1,,MaltExtract
MVN_2011_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2011_Morris_Rainfed,1,,DiastaticPower
MVN_2011_Morris_Rainfed,1,,WortColor
MVN_2011_Morris_Rainfed,1,,WortClarity
MVN_2011_Morris_Rainfed,1,,GrainProtein
MVN_2011_Morris_Rainfed,1,,WortProtein
MVN_2011_Morris_Rainfed,1,,BetaGlucan
MVN_2011_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2011_Morris_Rainfed,1,,WortViscosity
MVN_2011_Sidney_Rainfed,3,398.1,GrainYield
MVN_2011_Sidney_Rainfed,1,,KernelWeight
MVN_2011_Sidney_Rainfed,1,,PlumpGrain
MVN_2011_Sidney_Rainfed,1,,BarleyColor
MVN_2011_Sidney_Rainfed,1,,MaltExtract
MVN_2011_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2011_Sidney_Rainfed,1,,DiastaticPower
MVN_2011_Sidney_Rainfed,1,,WortColor
MVN_2011_Sidney_Rainfed,1,,WortClarity
MVN_2011_Sidney_Rainfed,1,,GrainProtein
MVN_2011_Sidney_Rainfed,1,,WortProtein
MVN_2011_Sidney_Rainfed,1,,BetaGlucan
MVN_2011_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2011_Sidney_Rainfed,1,,WortViscosity
MVN_2012_Aberdeen_Rainfed,1,,KernelWeight
MVN_2012_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2012_Aberdeen_Rainfed,1,,BarleyColor
MVN_2012_Aberdeen_Rainfed,1,,MaltExtract
MVN_2012_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2012_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2012_Aberdeen_Rainfed,1,,WortColor
MVN_2012_Aberdeen_Rainfed,1,,WortClarity
MVN_2012_Aberdeen_Rainfed,1,,GrainProtein
MVN_2012_Aberdeen_Rainfed,1,,WortProtein
MVN_2012_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2012_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2012_Aberdeen_Rainfed,1,,WortViscosity
MVN_2012_Bottineau_Rainfed,3,242.1,GrainYield
MVN_2012_Bottineau_Rainfed,3,,PlantHeight
MVN_2012_Bottineau_Rainfed,3,,TestWeight
MVN_2012_Carrington_Rainfed,4,449.8,GrainYield
MVN_2012_Carrington_Rainfed,4,,HeadingDate
MVN_2012_Carrington_Rainfed,4,,PlantHeight
MVN_2012_Crookston_Rainfed,3,984.5,GrainYield
MVN_2012_Crookston_Rainfed,3,,HeadingDate
MVN_2012_Crookston_Rainfed,3,,PlantHeight
MVN_2012_Crookston_Rainfed,1,,KernelWeight
MVN_2012_Crookston_Rainfed,1,,PlumpGrain
MVN_2012_Crookston_Rainfed,1,,BarleyColor
MVN_2012_Crookston_Rainfed,1,,MaltExtract
MVN_2012_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2012_Crookston_Rainfed,1,,DiastaticPower
MVN_2012_Crookston_Rainfed,1,,WortColor
MVN_2012_Crookston_Rainfed,1,,WortClarity
MVN_2012_Crookston_Rainfed,1,,GrainProtein
MVN_2012_Crookston_Rainfed,1,,WortProtein
MVN_2012_Crookston_Rainfed,1,,BetaGlucan
MVN_2012_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2012_Crookston_Rainfed,1,,WortViscosity
MVN_2012_Fargo_Rainfed,4,567.6,GrainYield
MVN_2012_Fargo_Rainfed,4,,HeadingDate
MVN_2012_Fargo_Rainfed,4,,PlantHeight
MVN_2012_Fargo_Rainfed,1,,KernelWeight
MVN_2012_Fargo_Rainfed,1,,PlumpGrain
MVN_2012_Fargo_Rainfed,1,,BarleyColor
MVN_2012_Fargo_Rainfed,1,,MaltExtract
MVN_2012_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2012_Fargo_Rainfed,1,,DiastaticPower
MVN_2012_Fargo_Rainfed,1,,WortColor
MVN_2012_Fargo_Rainfed,1,,WortClarity
MVN_2012_Fargo_Rainfed,1,,GrainProtein
MVN_2012_Fargo_Rainfed,1,,WortProtein
MVN_2012_Fargo_Rainfed,1,,BetaGlucan
MVN_2012_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2012_Fargo_Rainfed,1,,WortViscosity
MVN_2012_Morris_Rainfed,3,328.2,GrainYield
MVN_2012_Morris_Rainfed,3,,HeadingDate
MVN_2012_Morris_Rainfed,3,,PlantHeight
MVN_2012_Osnabrock_Rainfed,4,610.6,GrainYield
MVN_2012_Osnabrock_Rainfed,4,,HeadingDate
MVN_2012_Osnabrock_Rainfed,4,,PlantHeight
MVN_2012_Saskatoon_Rainfed,3,,GrainYield
MVN_2012_Saskatoon_Rainfed,3,,HeadingDate
MVN_2012_Saskatoon_Rainfed,3,,PlantHeight
MVN_2012_Sidney_Rainfed,3,312,GrainYield
MVN_2012_Sidney_Rainfed,3,,PlantHeight
MVN_2012_Sidney_Rainfed,3,,TestWeight
MVN_2013_Aberdeen_Rainfed,1,,KernelWeight
MVN_2013_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2013_Aberdeen_Rainfed,1,,BarleyColor
MVN_2013_Aberdeen_Rainfed,1,,MaltExtract
MVN_2013_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2013_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2013_Aberdeen_Rainfed,1,,WortColor
MVN_2013_Aberdeen_Rainfed,1,,WortClarity
MVN_2013_Aberdeen_Rainfed,1,,GrainProtein
MVN_2013_Aberdeen_Rainfed,1,,WortProtein
MVN_2013_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2013_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2013_Aberdeen_Rainfed,1,,WortViscosity
MVN_2013_Bottineau_Rainfed,3,,GrainYield
MVN_2013_Bottineau_Rainfed,3,,PlantHeight
MVN_2013_Brandon_Rainfed,3,,GrainYield
MVN_2013_Brandon_Rainfed,3,,HeadingDate
MVN_2013_Carrington_Rainfed,3,876.9,GrainYield
MVN_2013_Carrington_Rainfed,3,,HeadingDate
MVN_2013_Carrington_Rainfed,3,,Lodging
MVN_2013_Carrington_Rainfed,3,,PlantHeight
MVN_2013_Crookston_Rainfed,3,586.4,GrainYield
MVN_2013_Crookston_Rainfed,3,,HeadingDate
MVN_2013_Crookston_Rainfed,3,,PlantHeight
MVN_2013_Crookston_Rainfed,1,,KernelWeight
MVN_2013_Crookston_Rainfed,1,,PlumpGrain
MVN_2013_Crookston_Rainfed,1,,BarleyColor
MVN_2013_Crookston_Rainfed,1,,MaltExtract
MVN_2013_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2013_Crookston_Rainfed,1,,DiastaticPower
MVN_2013_Crookston_Rainfed,1,,WortColor
MVN_2013_Crookston_Rainfed,1,,WortClarity
MVN_2013_Crookston_Rainfed,1,,GrainProtein
MVN_2013_Crookston_Rainfed,1,,WortProtein
MVN_2013_Crookston_Rainfed,1,,BetaGlucan
MVN_2013_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2013_Crookston_Rainfed,1,,WortViscosity
MVN_2013_Fargo_Rainfed,3,629.5,GrainYield
MVN_2013_Fargo_Rainfed,3,,HeadingDate
MVN_2013_Fargo_Rainfed,3,,PlantHeight
MVN_2013_Madison_Rainfed,3,887.7,GrainYield
MVN_2013_Madison_Rainfed,3,,HeadingDate
MVN_2013_Madison_Rainfed,3,,Lodging
MVN_2013_Madison_Rainfed,3,,PlantHeight
MVN_2013_Madison_Rainfed,3,,TestWeight
MVN_2013_Morris_Rainfed,3,559.5,GrainYield
MVN_2013_Morris_Rainfed,3,,HeadingDate
MVN_2013_Morris_Rainfed,3,,PlantHeight
MVN_2013_Morris_Rainfed,1,,KernelWeight
MVN_2013_Morris_Rainfed,1,,PlumpGrain
MVN_2013_Morris_Rainfed,1,,BarleyColor
MVN_2013_Morris_Rainfed,1,,MaltExtract
MVN_2013_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2013_Morris_Rainfed,1,,DiastaticPower
MVN_2013_Morris_Rainfed,1,,WortColor
MVN_2013_Morris_Rainfed,1,,WortClarity
MVN_2013_Morris_Rainfed,1,,GrainProtein
MVN_2013_Morris_Rainfed,1,,WortProtein
MVN_2013_Morris_Rainfed,1,,BetaGlucan
MVN_2013_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2013_Morris_Rainfed,1,,WortViscosity
MVN_2014_Aberdeen_Rainfed,1,,KernelWeight
MVN_2014_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2014_Aberdeen_Rainfed,1,,BarleyColor
MVN_2014_Aberdeen_Rainfed,1,,MaltExtract
MVN_2014_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2014_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2014_Aberdeen_Rainfed,1,,WortColor
MVN_2014_Aberdeen_Rainfed,1,,WortClarity
MVN_2014_Aberdeen_Rainfed,1,,GrainProtein
MVN_2014_Aberdeen_Rainfed,1,,WortProtein
MVN_2014_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2014_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2014_Aberdeen_Rainfed,1,,WortViscosity
MVN_2014_Bottineau_Rainfed,3,,GrainYield
MVN_2014_Bottineau_Rainfed,3,,PlantHeight
MVN_2014_Brandon_Rainfed,3,,GrainYield
MVN_2014_Brandon_Rainfed,3,,MaturityDate
MVN_2014_Brandon_Rainfed,3,,PlantHeight
MVN_2014_Brandon_Rainfed,3,,TestWeight
MVN_2014_Carrington_Rainfed,3,652.4,GrainYield
MVN_2014_Carrington_Rainfed,3,,HeadingDate
MVN_2014_Carrington_Rainfed,3,,Lodging
MVN_2014_Carrington_Rainfed,3,,PlantHeight
MVN_2014_Carrington_Rainfed,3,,TestWeight
MVN_2014_Crookston_Rainfed,3,758.6,GrainYield
MVN_2014_Crookston_Rainfed,3,,HeadingDate
MVN_2014_Crookston_Rainfed,3,,PlantHeight
MVN_2014_Crookston_Rainfed,1,,KernelWeight
MVN_2014_Crookston_Rainfed,1,,PlumpGrain
MVN_2014_Crookston_Rainfed,1,,BarleyColor
MVN_2014_Crookston_Rainfed,1,,MaltExtract
MVN_2014_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2014_Crookston_Rainfed,1,,DiastaticPower
MVN_2014_Crookston_Rainfed,1,,WortColor
MVN_2014_Crookston_Rainfed,1,,WortClarity
MVN_2014_Crookston_Rainfed,1,,GrainProtein
MVN_2014_Crookston_Rainfed,1,,WortProtein
MVN_2014_Crookston_Rainfed,1,,BetaGlucan
MVN_2014_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2014_Crookston_Rainfed,1,,WortViscosity
MVN_2014_Fargo_Rainfed,3,447.8,GrainYield
MVN_2014_Fargo_Rainfed,3,,HeadingDate
MVN_2014_Fargo_Rainfed,3,,TestWeight
MVN_2014_Morris_Rainfed,3,1135.2,GrainYield
MVN_2014_Morris_Rainfed,3,,HeadingDate
MVN_2014_Morris_Rainfed,3,,PlantHeight
MVN_2014_Morris_Rainfed,1,,KernelWeight
MVN_2014_Morris_Rainfed,1,,PlumpGrain
MVN_2014_Morris_Rainfed,1,,BarleyColor
MVN_2014_Morris_Rainfed,1,,MaltExtract
MVN_2014_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2014_Morris_Rainfed,1,,DiastaticPower
MVN_2014_Morris_Rainfed,1,,WortColor
MVN_2014_Morris_Rainfed,1,,WortClarity
MVN_2014_Morris_Rainfed,1,,GrainProtein
MVN_2014_Morris_Rainfed,1,,WortProtein
MVN_2014_Morris_Rainfed,1,,BetaGlucan
MVN_2014_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2014_Morris_Rainfed,1,,WortViscosity
MVN_2014_Osnabrock_Rainfed,4,652.4,GrainYield
MVN_2014_Osnabrock_Rainfed,4,,HeadingDate
MVN_2014_Osnabrock_Rainfed,4,,Lodging
MVN_2014_Osnabrock_Rainfed,4,,PlantHeight
MVN_2014_Osnabrock_Rainfed,4,,TestWeight
MVN_2014_Osnabrock_Rainfed,1,,KernelWeight
MVN_2014_Osnabrock_Rainfed,1,,PlumpGrain
MVN_2014_Osnabrock_Rainfed,1,,BarleyColor
MVN_2014_Osnabrock_Rainfed,1,,MaltExtract
MVN_2014_Osnabrock_Rainfed,1,,SolubleProteinTotalProtein
MVN_2014_Osnabrock_Rainfed,1,,DiastaticPower
MVN_2014_Osnabrock_Rainfed,1,,WortColor
MVN_2014_Osnabrock_Rainfed,1,,WortClarity
MVN_2014_Osnabrock_Rainfed,1,,GrainProtein
MVN_2014_Osnabrock_Rainfed,1,,WortProtein
MVN_2014_Osnabrock_Rainfed,1,,BetaGlucan
MVN_2014_Osnabrock_Rainfed,1,,FreeAminoNitrogen
MVN_2014_Osnabrock_Rainfed,1,,WortViscosity
MVN_2014_Saskatoon_Rainfed,3,,GrainYield
MVN_2014_Saskatoon_Rainfed,3,,HeadingDate
MVN_2014_Saskatoon_Rainfed,3,,PlantHeight
MVN_2014_Saskatoon_Rainfed,3,,TestWeight
MVN_2015_Aberdeen_Rainfed,1,,KernelWeight
MVN_2015_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2015_Aberdeen_Rainfed,1,,BarleyColor
MVN_2015_Aberdeen_Rainfed,1,,MaltExtract
MVN_2015_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2015_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2015_Aberdeen_Rainfed,1,,WortColor
MVN_2015_Aberdeen_Rainfed,1,,WortClarity
MVN_2015_Aberdeen_Rainfed,1,,GrainProtein
MVN_2015_Aberdeen_Rainfed,1,,WortProtein
MVN_2015_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2015_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2015_Aberdeen_Rainfed,1,,WortViscosity
MVN_2015_Fargo_Rainfed,1,,KernelWeight
MVN_2015_Fargo_Rainfed,1,,PlumpGrain
MVN_2015_Fargo_Rainfed,1,,BarleyColor
MVN_2015_Fargo_Rainfed,1,,MaltExtract
MVN_2015_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2015_Fargo_Rainfed,1,,DiastaticPower
MVN_2015_Fargo_Rainfed,1,,WortColor
MVN_2015_Fargo_Rainfed,1,,WortClarity
MVN_2015_Fargo_Rainfed,1,,GrainProtein
MVN_2015_Fargo_Rainfed,1,,WortProtein
MVN_2015_Fargo_Rainfed,1,,BetaGlucan
MVN_2015_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2015_Fargo_Rainfed,1,,WortViscosity
MVN_2016_Aberdeen_Rainfed,1,,KernelWeight
MVN_2016_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2016_Aberdeen_Rainfed,1,,BarleyColor
MVN_2016_Aberdeen_Rainfed,1,,MaltExtract
MVN_2016_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2016_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2016_Aberdeen_Rainfed,1,,WortColor
MVN_2016_Aberdeen_Rainfed,1,,WortClarity
MVN_2016_Aberdeen_Rainfed,1,,GrainProtein
MVN_2016_Aberdeen_Rainfed,1,,WortProtein
MVN_2016_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2016_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2016_Aberdeen_Rainfed,1,,WortViscosity
MVN_2016_Crookston_Rainfed,1,,KernelWeight
MVN_2016_Crookston_Rainfed,1,,PlumpGrain
MVN_2016_Crookston_Rainfed,1,,BarleyColor
MVN_2016_Crookston_Rainfed,1,,MaltExtract
MVN_2016_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2016_Crookston_Rainfed,1,,DiastaticPower
MVN_2016_Crookston_Rainfed,1,,WortColor
MVN_2016_Crookston_Rainfed,1,,WortClarity
MVN_2016_Crookston_Rainfed,1,,GrainProtein
MVN_2016_Crookston_Rainfed,1,,WortProtein
MVN_2016_Crookston_Rainfed,1,,BetaGlucan
MVN_2016_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2017_Aberdeen_Rainfed,1,,KernelWeight
MVN_2017_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2017_Aberdeen_Rainfed,1,,BarleyColor
MVN_2017_Aberdeen_Rainfed,1,,MaltExtract
MVN_2017_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2017_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2017_Aberdeen_Rainfed,1,,WortColor
MVN_2017_Aberdeen_Rainfed,1,,WortClarity
MVN_2017_Aberdeen_Rainfed,1,,GrainProtein
MVN_2017_Aberdeen_Rainfed,1,,WortProtein
MVN_2017_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2017_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2017_Osnabrock_Rainfed,1,,KernelWeight
MVN_2017_Osnabrock_Rainfed,1,,PlumpGrain
MVN_2017_Osnabrock_Rainfed,1,,BarleyColor
MVN_2017_Osnabrock_Rainfed,1,,MaltExtract
MVN_2017_Osnabrock_Rainfed,1,,SolubleProteinTotalProtein
MVN_2017_Osnabrock_Rainfed,1,,DiastaticPower
MVN_2017_Osnabrock_Rainfed,1,,WortColor
MVN_2017_Osnabrock_Rainfed,1,,WortClarity
MVN_2017_Osnabrock_Rainfed,1,,GrainProtein
MVN_2017_Osnabrock_Rainfed,1,,WortProtein
MVN_2017_Osnabrock_Rainfed,1,,BetaGlucan
MVN_2017_Osnabrock_Rainfed,1,,FreeAminoNitrogen
MVN_2018_Aberdeen_Rainfed,1,,KernelWeight
MVN_2018_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2018_Aberdeen_Rainfed,1,,BarleyColor
MVN_2018_Aberdeen_Rainfed,1,,MaltExtract
MVN_2018_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2018_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2018_Aberdeen_Rainfed,1,,WortColor
MVN_2018_Aberdeen_Rainfed,1,,WortClarity
MVN_2018_Aberdeen_Rainfed,1,,GrainProtein
MVN_2018_Aberdeen_Rainfed,1,,WortProtein
MVN_2018_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2018_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2018_Brandon_Rainfed,3,,GrainYield
MVN_2018_Brandon_Rainfed,3,,HeadingDate
MVN_2018_Brandon_Rainfed,3,,MaturityDate
MVN_2018_Brandon_Rainfed,3,,PlantHeight
MVN_2018_Brandon_Rainfed,3,,TestWeight
MVN_2018_Carrington_Rainfed,3,,GrainYield
MVN_2018_Carrington_Rainfed,3,,HeadingDate
MVN_2018_Carrington_Rainfed,3,,Lodging
MVN_2018_Carrington_Rainfed,3,,PlantHeight
MVN_2018_Carrington_Rainfed,3,,TestWeight
MVN_2018_Crookston_Rainfed,3,,GrainYield
