trial,location,state,year,environment,nursery,management,report,planting_date,harvest_date,meters_harvested,cm_bet_rows,lat,long
WRN_2009_Logan_Irrigated,Logan,UT,2009,LGN09I,wrn,irrigated,2009WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2009_Manhattan_Irrigated,Manhattan,MT,2009,MNH09I,wrn,irrigated,2009WRBNREPORT,,,,,45.855369,-111.334081
WRN_2009_Minot_Irrigated,Minot,ND,2009,MNT09I,wrn,irrigated,2009WRBNREPORT,,,,,48.23251,-101.296273
WRN_2009_Powell_Irrigated,Powell,WY,2009,PWL09I,wrn,irrigated,2009WRBNREPORT,,,,,44.752873,-108.75902
WRN_2009_Pullman_Irrigated,Pullman,WA,2009,PLL09I,wrn,irrigated,2009WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2009_Saskatoon_Irrigated,Saskatoon,SK,2009,SSK09I,wrn,irrigated,2009WRBNREPORT,,,,,52.131802,-106.660767
WRN_2009_Tetonia_Irrigated,Tetonia,ID,2009,TTN09I,wrn,irrigated,2009WRBNREPORT,,,,,43.8144799,-111.160207
WRN_2009_Williston_Irrigated,Williston,ND,2009,WLL09I,wrn,irrigated,2009WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2010_Bozeman_Irrigated,Bozeman,MT,2010,BZM10I,wrn,irrigated,2010WRBNREPORT,,,,,45.6794293,-111.0440474
WRN_2010_Conrad_Irrigated,Conrad,MT,2010,CNR10I,wrn,irrigated,2010WRBNREPORT,,,,,48.170251,-111.943019
WRN_2010_Fairfield_Irrigated,Fairfield,MT,2010,FRF10I,wrn,irrigated,2010WRBNREPORT,,,,,47.614673,-111.980279
WRN_2010_Hettinger_Irrigated,Hettinger,ND,2010,HTT10I,wrn,irrigated,2010WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2010_IdahoFalls_Irrigated,IdahoFalls,ID,2010,IDF10I,wrn,irrigated,2010WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2010_Langdon_Irrigated,Langdon,ND,2010,LNG10I,wrn,irrigated,2010WRBNREPORT,,,,,48.7605902,-98.3678245
WRN_2010_Logan_Irrigated,Logan,UT,2010,LGN10I,wrn,irrigated,2010WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2010_Manhattan_Irrigated,Manhattan,MT,2010,MNH10I,wrn,irrigated,2010WRBNREPORT,,,,,45.855369,-111.334081
WRN_2010_Minot_Irrigated,Minot,ND,2010,MNT10I,wrn,irrigated,2010WRBNREPORT,,,,,48.23251,-101.296273
WRN_2010_Powell_Irrigated,Powell,WY,2010,PWL10I,wrn,irrigated,2010WRBNREPORT,,,,,44.752873,-108.75902
WRN_2010_Pullman_Irrigated,Pullman,WA,2010,PLL10I,wrn,irrigated,2010WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2010_Sterling_Irrigated,Sterling,UT,2010,STR10I,wrn,irrigated,2010WRBNREPORT,,,,,39.1935732,-111.69242
WRN_2010_Williston_Irrigated,Williston,ND,2010,WLL10I,wrn,irrigated,2010WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2011_Aberdeen_Irrigated,Aberdeen,ID,2011,ABR11I,wrn,irrigated,2011WRBNREPORT,,,,,42.9440784,-112.8383265
WRN_2011_Bozeman_Irrigated,Bozeman,MT,2011,BZM11I,wrn,irrigated,2011WRBNREPORT,,,,,45.6794293,-111.0440474
WRN_2011_Conrad_Irrigated,Conrad,MT,2011,CNR11I,wrn,irrigated,2011WRBNREPORT,,,,,48.170251,-111.943019
WRN_2011_Hettinger_Irrigated,Hettinger,ND,2011,HTT11I,wrn,irrigated,2011WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2011_IdahoFalls_Irrigated,IdahoFalls,ID,2011,IDF11I,wrn,irrigated,2011WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2011_Logan_Irrigated,Logan,UT,2011,LGN11I,wrn,irrigated,2011WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2011_Minot_Irrigated,Minot,ND,2011,MNT11I,wrn,irrigated,2011WRBNREPORT,,,,,48.23251,-101.296273
WRN_2011_Powell_Irrigated,Powell,WY,2011,PWL11I,wrn,irrigated,2011WRBNREPORT,,,,,44.752873,-108.75902
WRN_2011_Pullman_Irrigated,Pullman,WA,2011,PLL11I,wrn,irrigated,2011WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2011_Saskatoon_Irrigated,Saskatoon,SK,2011,SSK11I,wrn,irrigated,2011WRBNREPORT,,,,,52.131802,-106.660767
WRN_2011_Sterling_Irrigated,Sterling,UT,2011,STR11I,wrn,irrigated,2011WRBNREPORT,,,,,39.1935732,-111.69242
WRN_2011_Tetonia_Irrigated,Tetonia,ID,2011,TTN11I,wrn,irrigated,2011WRBNREPORT,,,,,43.8144799,-111.160207
WRN_2011_Tiber_Irrigated,Tiber,MT,2011,TBR11I,wrn,irrigated,,,,,,48.5088769,-111.0808108
WRN_2011_Williston_Irrigated,Williston,ND,2011,WLL11I,wrn,irrigated,2011WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2012_Aberdeen_Irrigated,Aberdeen,ID,2012,ABR12I,wrn,irrigated,2012WRBNREPORT,,,,,42.9440784,-112.8383265
WRN_2012_Conrad_Irrigated,Conrad,MT,2012,CNR12I,wrn,irrigated,2012WRBNREPORT,,,,,48.170251,-111.943019
WRN_2012_Fairfield_Irrigated,Fairfield,MT,2012,FRF12I,wrn,irrigated,2012WRBNREPORT,,,,,47.614673,-111.980279
WRN_2012_Hettinger_Irrigated,Hettinger,ND,2012,HTT12I,wrn,irrigated,2012WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2012_IdahoFalls_Irrigated,IdahoFalls,ID,2012,IDF12I,wrn,irrigated,2012WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2012_Logan_Irrigated,Logan,UT,2012,LGN12I,wrn,irrigated,2012WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2012_McVille_Irrigated,McVille,ND,2012,MCV12I,wrn,irrigated,2012WRBNREPORT,,,,,47.7638843,-98.1773206
WRN_2012_Minot_Irrigated,Minot,ND,2012,MNT12I,wrn,irrigated,2012WRBNREPORT,,,,,48.23251,-101.296273
WRN_2012_Powell_Irrigated,Powell,WY,2012,PWL12I,wrn,irrigated,2012WRBNREPORT,,,,,44.752873,-108.75902
WRN_2012_Pullman_Irrigated,Pullman,WA,2012,PLL12I,wrn,irrigated,2012WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2012_Saskatoon_Irrigated,Saskatoon,SK,2012,SSK12I,wrn,irrigated,2012WRBNREPORT,,,,,52.131802,-106.660767
WRN_2012_Sterling_Irrigated,Sterling,UT,2012,STR12I,wrn,irrigated,2012WRBNREPORT,,,,,39.1935732,-111.69242
WRN_2012_Tetonia_Irrigated,Tetonia,ID,2012,TTN12I,wrn,irrigated,2012WRBNREPORT,,,,,43.8144799,-111.160207
WRN_2012_Williston_Irrigated,Williston,ND,2012,WLL12I,wrn,irrigated,2012WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2013_Aberdeen_Irrigated,Aberdeen,ID,2013,ABR13I,wrn,irrigated,2013WRBNREPORT,,,,,42.9440784,-112.8383265
WRN_2013_Fairfield_Irrigated,Fairfield,MT,2013,FRF13I,wrn,irrigated,2013WRBNREPORT,,,,,47.614673,-111.980279
WRN_2013_Hettinger_Irrigated,Hettinger,ND,2013,HTT13I,wrn,irrigated,2013WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2013_IdahoFalls_Irrigated,IdahoFalls,ID,2013,IDF13I,wrn,irrigated,2013WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2013_Logan_Irrigated,Logan,UT,2013,LGN13I,wrn,irrigated,2013WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2013_McVille_Irrigated,McVille,ND,2013,MCV13I,wrn,irrigated,2013WRBNREPORT,,,,,47.7638843,-98.1773206
WRN_2013_Minot_Irrigated,Minot,ND,2013,MNT13I,wrn,irrigated,2013WRBNREPORT,,,,,48.23251,-101.296273
WRN_2013_Powell_Irrigated,Powell,WY,2013,PWL13I,wrn,irrigated,2013WRBNREPORT,,,,,44.752873,-108.75902
WRN_2013_Pullman_Irrigated,Pullman,WA,2013,PLL13I,wrn,irrigated,2013WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2013_Saskatoon_Irrigated,Saskatoon,SK,2013,SSK13I,wrn,irrigated,2013WRBNREPORT,,,,,52.131802,-106.660767
WRN_2013_Sterling_Irrigated,Sterling,UT,2013,STR13I,wrn,irrigated,2013WRBNREPORT,,,,,39.1935732,-111.69242
WRN_2013_Tetonia_Irrigated,Tetonia,ID,2013,TTN13I,wrn,irrigated,2013WRBNREPORT,,,,,43.8144799,-111.160207
WRN_2013_Williston_Irrigated,Williston,ND,2013,WLL13I,wrn,irrigated,2013WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2014_Aberdeen_Irrigated,Aberdeen,ID,2014,ABR14I,wrn,irrigated,2014WRBNREPORT,,,,,42.9440784,-112.8383265
WRN_2014_Almira_Irrigated,Almira,WA,2014,ALM14I,wrn,irrigated,2014WRBNREPORT,,,,,47.7109823,-118.9408459
WRN_2014_Fairfield_Irrigated,Fairfield,MT,2014,FRF14I,wrn,irrigated,2014WRBNREPORT,,,,,47.614673,-111.980279
WRN_2014_Hettinger_Irrigated,Hettinger,ND,2014,HTT14I,wrn,irrigated,2014WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2014_IdahoFalls_Irrigated,IdahoFalls,ID,2014,IDF14I,wrn,irrigated,2014WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2014_Logan_Irrigated,Logan,UT,2014,LGN14I,wrn,irrigated,2014WRBNREPORT,,,,,41.7313447,-111.8348631
WRN_2014_McVille_Irrigated,McVille,ND,2014,MCV14I,wrn,irrigated,2014WRBNREPORT,,,,,47.7638843,-98.1773206
WRN_2014_Minot_Irrigated,Minot,ND,2014,MNT14I,wrn,irrigated,2014WRBNREPORT,,,,,48.23251,-101.296273
WRN_2014_Powell_Irrigated,Powell,WY,2014,PWL14I,wrn,irrigated,2014WRBNREPORT,,,,,44.752873,-108.75902
WRN_2014_Pullman_Irrigated,Pullman,WA,2014,PLL14I,wrn,irrigated,2014WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2014_Saskatoon_Irrigated,Saskatoon,SK,2014,SSK14I,wrn,irrigated,2014WRBNREPORT,,,,,52.131802,-106.660767
WRN_2014_Tulelake_Irrigated,Tulelake,CA,2014,TLL14I,wrn,irrigated,2014WRBNREPORT,,,,,41.955989,-121.477492
WRN_2014_Williston_Irrigated,Williston,ND,2014,WLL14I,wrn,irrigated,2014WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2015_Aberdeen_Irrigated,Aberdeen,ID,2015,ABR15I,wrn,irrigated,2015WRBNREPORT,,,,,42.9440784,-112.8383265
WRN_2015_Bozeman_Irrigated,Bozeman,MT,2015,BZM15I,wrn,irrigated,2015WRBNREPORT,,,,,45.6794293,-111.0440474
WRN_2015_CacheValley_Irrigated,CacheValley,UT,2015,CCV15I,wrn,irrigated,2015WRBNREPORT,,,,,41.8347525,-112.01935176509488
WRN_2015_Fairfield_Irrigated,Fairfield,MT,2015,FRF15I,wrn,irrigated,2015WRBNREPORT,,,,,47.614673,-111.980279
WRN_2015_Hettinger_Irrigated,Hettinger,ND,2015,HTT15I,wrn,irrigated,2015WRBNREPORT,,,,,46.0013946,-102.6368239
WRN_2015_IdahoFalls_Irrigated,IdahoFalls,ID,2015,IDF15I,wrn,irrigated,2015WRBNREPORT,,,,,43.4935245,-112.0400919
WRN_2015_McVille_Irrigated,McVille,ND,2015,MCV15I,wrn,irrigated,2015WRBNREPORT,,,,,47.7638843,-98.1773206
WRN_2015_Minot_Irrigated,Minot,ND,2015,MNT15I,wrn,irrigated,2015WRBNREPORT,,,,,48.23251,-101.296273
WRN_2015_MosesLake_Irrigated,MosesLake,WA,2015,MSL15I,wrn,irrigated,2015WRBNREPORT,,,,,47.1301417,-119.2780771
WRN_2015_Powell_Irrigated,Powell,WY,2015,PWL15I,wrn,irrigated,2015WRBNREPORT,,,,,44.752873,-108.75902
WRN_2015_Pullman_Irrigated,Pullman,WA,2015,PLL15I,wrn,irrigated,2015WRBNREPORT,,,,,46.7304268,-117.173895
WRN_2015_Saskatoon_Irrigated,Saskatoon,SK,2015,SSK15I,wrn,irrigated,2015WRBNREPORT,,,,,52.131802,-106.660767
WRN_2015_Tetonia_Irrigated,Tetonia,ID,2015,TTN15I,wrn,irrigated,2015WRBNREPORT,,,,,43.8144799,-111.160207
WRN_2015_Tulelake_Irrigated,Tulelake,CA,2015,TLL15I,wrn,irrigated,2015WRBNREPORT,,,,,41.955989,-121.477492
WRN_2015_Williston_Irrigated,Williston,ND,2015,WLL15I,wrn,irrigated,2015WRBNREPORT,,,,,48.1465457,-103.621814
WRN_2016_Aberdeen_Irrigated,Aberdeen,ID,2016,ABR16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,42.9440784,-112.8383265
WRN_2016_Bozeman_Irrigated,Bozeman,MT,2016,BZM16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,45.6794293,-111.0440474
WRN_2016_Fairfield_Irrigated,Fairfield,MT,2016,FRF16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,47.614673,-111.980279
WRN_2016_Hettinger_Irrigated,Hettinger,ND,2016,HTT16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,46.0013946,-102.6368239
WRN_2016_IdahoFalls_Irrigated,IdahoFalls,ID,2016,IDF16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,43.4935245,-112.0400919
WRN_2016_McVille_Irrigated,McVille,ND,2016,MCV16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,47.7638843,-98.1773206
WRN_2016_Minot_Irrigated,Minot,ND,2016,MNT16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,48.23251,-101.296273
WRN_2016_MosesLake_Irrigated,MosesLake,WA,2016,MSL16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,47.1301417,-119.2780771
WRN_2016_Powell_Irrigated,Powell,WY,2016,PWL16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,44.752873,-108.75902
WRN_2016_Pullman_Irrigated,Pullman,WA,2016,PLL16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,46.7304268,-117.173895
WRN_2016_Saskatoon_Irrigated,Saskatoon,SK,2016,SSK16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,52.131802,-106.660767
WRN_2016_Tetonia_Irrigated,Tetonia,ID,2016,TTN16I,wrn,irrigated,2016_WRSBN Data.xlsx,,,,,43.8144799,-111.160207
WRN_2017_Aberdeen_Irrigated,Aberdeen,ID,2017,ABR17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,42.9440784,-112.8383265
WRN_2017_Bozeman_Irrigated,Bozeman,MT,2017,BZM17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,45.6794293,-111.0440474
WRN_2017_Center_Irrigated,Center,CO,2017,CNT17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,37.7535441,-106.1082156
WRN_2017_Hettinger_Irrigated,Hettinger,ND,2017,HTT17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,46.0013946,-102.6368239
WRN_2017_Logan_Irrigated,Logan,UT,2017,LGN17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,41.7313447,-111.8348631
WRN_2017_McVille_Irrigated,McVille,ND,2017,MCV17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,47.7638843,-98.1773206
WRN_2017_Minot_Irrigated,Minot,ND,2017,MNT17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,48.23251,-101.296273
WRN_2017_MosesLake_Irrigated,MosesLake,WA,2017,MSL17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,47.1301417,-119.2780771
WRN_2017_Powell_Irrigated,Powell,WY,2017,PWL17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,44.752873,-108.75902
WRN_2017_Pullman_Irrigated,Pullman,WA,2017,PLL17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,46.7304268,-117.173895
WRN_2017_Saskatoon_Irrigated,Saskatoon,SK,2017,SSK17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,52.131802,-106.660767
WRN_2017_Tetonia_Irrigated,Tetonia,ID,2017,TTN17I,wrn,irrigated,2017_WRSBNdata.xlsx,,,,,43.8144799,-111.160207
WRN_2018_Aberdeen_Irrigated,Aberdeen,ID,2018,ABR18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,42.9440784,-112.8383265
WRN_2018_Fairfield_Irrigated,Fairfield,MT,2018,FRF18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,47.614673,-111.980279
WRN_2018_Hettinger_Irrigated,Hettinger,ND,2018,HTT18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,46.0013946,-102.6368239
WRN_2018_IdahoFalls_Irrigated,IdahoFalls,ID,2018,IDF18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,43.4935245,-112.0400919
WRN_2018_Logan_Irrigated,Logan,UT,2018,LGN18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,41.7313447,-111.8348631
WRN_2018_MosesLake_Irrigated,MosesLake,WA,2018,MSL18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,47.1301417,-119.2780771
WRN_2018_Powell_Irrigated,Powell,WY,2018,PWL18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,44.752873,-108.75902
WRN_2018_Pullman_Irrigated,Pullman,WA,2018,PLL18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,46.7304268,-117.173895
WRN_2018_Saskatoon_Irrigated,Saskatoon,SK,2018,SSK18I,wrn,irrigated,,,,,,52.131802,-106.660767
WRN_2018_Tetonia_Irrigated,Tetonia,ID,2018,TTN18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,43.8144799,-111.160207
WRN_2018_Williston_Irrigated,Williston,ND,2018,WLL18I,wrn,irrigated,2018_WRSBN DATA.xlsx,,,,,48.1465457,-103.621814
